produto_id,categoria,sub_categoria,nome_produto
FUR-BUS-10004644,Furniture,Bookcases,"Bush Library with Doors, Pine"
TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active
OFF-AP-10002321,Office Supplies,Appliances,"Hoover Microwave, Silver"
TEC-PH-10000896,Technology,Phones,"Cisco Signal Booster, VoIP"
TEC-MEM-10002202,Technology,Accessories,"Memorex Router, USB"
FUR-BO-10001356,Furniture,Bookcases,"Ikea Library with Doors, Mobile"
TEC-SHA-10001231,Technology,Copiers,"Sharp Wireless Fax, Color"
FUR-HON-10001960,Furniture,Tables,"Hon Wood Table, Rectangular"
FUR-TA-10002966,Furniture,Tables,"Chromcraft Computer Table, Fully Assembled"
FUR-BO-10001943,Furniture,Bookcases,"Safco Library with Doors, Traditional"
TEC-BRO-10004802,Technology,Copiers,"Brother Fax Machine, High-Speed"
TEC-PH-10001751,Technology,Phones,"Samsung Smart Phone, Cordless"
TEC-PH-10003713,Technology,Phones,"Nokia Smart Phone, Cordless"
FUR-BO-10000967,Furniture,Bookcases,"Ikea Library with Doors, Pine"
OFF-AP-10002317,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Silver"
TEC-SHA-10000971,Technology,Copiers,"Sharp Fax Machine, Color"
FUR-CH-10000546,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable"
TEC-STA-10002497,Technology,Machines,"StarTech Card Printer, White"
TEC-CO-10001895,Technology,Copiers,"Sharp Wireless Fax, Color"
OFF-AP-10002573,Office Supplies,Appliances,"Hamilton Beach Stove, Black"
FUR-BO-10001255,Furniture,Bookcases,"Ikea Library with Doors, Mobile"
FUR-BO-10002990,Furniture,Bookcases,"Dania Library with Doors, Traditional"
FUR-TA-10004711,Furniture,Tables,"Lesro Conference Table, Adjustable Height"
OFF-AP-10000584,Office Supplies,Appliances,"Breville Refrigerator, Silver"
TEC-PH-10000720,Technology,Phones,"Samsung Audio Dock, Full Size"
OFF-SME-10000538,Office Supplies,Storage,"Smead File Cart, Single Width"
FUR-BO-10002736,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile"
OFF-CUI-10000682,Office Supplies,Appliances,"Cuisinart Stove, Silver"
TEC-AC-10002244,Technology,Accessories,"Enermax Router, Erganomic"
TEC-HEW-10003829,Technology,Copiers,"Hewlett Wireless Fax, High-Speed"
FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables
OFF-AP-10001593,Office Supplies,Appliances,"Cuisinart Microwave, Red"
OFF-BRE-10001107,Office Supplies,Appliances,"Breville Stove, Red"
TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder
TEC-CO-10003655,Technology,Copiers,"Hewlett Wireless Fax, High-Speed"
FUR-CH-10001271,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red"
TEC-CO-10000447,Technology,Copiers,"Canon Wireless Fax, Color"
FUR-CH-10001332,Furniture,Chairs,"Office Star Executive Leather Armchair, Red"
FUR-CH-10002573,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable"
OFF-ST-10000704,Office Supplies,Storage,"Rogers File Cart, Blue"
TEC-CO-10003354,Technology,Copiers,"Brother Fax Machine, Laser"
TEC-MA-10002918,Technology,Machines,"StarTech Card Printer, White"
FUR-CH-10001588,Furniture,Chairs,"Hon Executive Leather Armchair, Red"
TEC-MA-10001752,Technology,Machines,"Konica Printer, Durable"
TEC-PH-10004006,Technology,Phones,"Nokia Audio Dock, Full Size"
FUR-BO-10000035,Furniture,Bookcases,"Dania Classic Bookcase, Pine"
OFF-AP-10003275,Office Supplies,Appliances,"KitchenAid Microwave, Silver"
OFF-AP-10003561,Office Supplies,Appliances,"Breville Microwave, Black"
TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer
TEC-STA-10003330,Technology,Machines,"StarTech Printer, Red"
TEC-CAN-10000932,Technology,Copiers,"Canon Fax Machine, Color"
FUR-CH-10000994,Furniture,Chairs,"Harbour Creations Rocking Chair, Black"
FUR-BO-10003783,Furniture,Bookcases,"Dania Library with Doors, Pine"
OFF-AP-10001329,Office Supplies,Appliances,"KitchenAid Stove, White"
TEC-CO-10004563,Technology,Copiers,"HP Copy Machine, Color"
OFF-HOO-10001783,Office Supplies,Appliances,"Hoover Microwave, Red"
OFF-AP-10003558,Office Supplies,Appliances,"Hoover Refrigerator, White"
FUR-BO-10000170,Furniture,Bookcases,"Safco Library with Doors, Mobile"
FUR-TA-10002101,Furniture,Tables,"Bevis Conference Table, Fully Assembled"
TEC-PH-10000419,Technology,Phones,"Apple Smart Phone, Full Size"
FUR-TA-10001494,Furniture,Tables,"Lesro Wood Table, Adjustable Height"
FUR-BO-10001165,Furniture,Bookcases,"Bush Library with Doors, Mobile"
FUR-BO-10003697,Furniture,Bookcases,"Safco Floating Shelf Set, Mobile"
FUR-HON-10003871,Furniture,Tables,"Hon Conference Table, Fully Assembled"
FUR-BO-10001946,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal"
TEC-AC-10004849,Technology,Accessories,"SanDisk Router, Programmable"
OFF-AP-10003621,Office Supplies,Appliances,"KitchenAid Refrigerator, Red"
OFF-AP-10001106,Office Supplies,Appliances,"Hamilton Beach Stove, White"
TEC-SAM-10004785,Technology,Phones,"Samsung Smart Phone, with Caller ID"
OFF-ST-10004267,Office Supplies,Storage,"Smead File Cart, Single Width"
FUR-TA-10002533,Furniture,Tables,BPI Conference Tables
TEC-STA-10003386,Technology,Machines,"StarTech Inkjet, Wireless"
FUR-BO-10004043,Furniture,Bookcases,"Dania Classic Bookcase, Metal"
TEC-PH-10001712,Technology,Phones,"Nokia Smart Phone, Full Size"
FUR-BO-10000259,Furniture,Bookcases,"Safco Classic Bookcase, Traditional"
TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier
FUR-TA-10004801,Furniture,Tables,"Hon Conference Table, Rectangular"
FUR-BO-10004771,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional"
TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier
FUR-BO-10001370,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile"
FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables
TEC-CO-10002122,Technology,Copiers,"Hewlett Fax Machine, Digital"
TEC-MA-10002468,Technology,Machines,"Panasonic Inkjet, White"
OFF-BRE-10002706,Office Supplies,Appliances,"Breville Microwave, White"
FUR-BO-10004388,Furniture,Bookcases,"Ikea Library with Doors, Metal"
OFF-AP-10004201,Office Supplies,Appliances,"Breville Refrigerator, White"
OFF-AP-10004511,Office Supplies,Appliances,"Cuisinart Refrigerator, Black"
TEC-CO-10004961,Technology,Copiers,"HP Wireless Fax, Color"
TEC-CO-10004089,Technology,Copiers,"Canon Copy Machine, Laser"
OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
FUR-BO-10003559,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine"
OFF-HAM-10004896,Office Supplies,Appliances,"Hamilton Beach Microwave, Red"
FUR-BO-10004842,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine"
TEC-AC-10003506,Technology,Accessories,"Enermax Router, Erganomic"
FUR-TA-10003926,Furniture,Tables,"Hon Wood Table, with Bottom Storage"
FUR-BO-10002300,Furniture,Bookcases,"Dania Classic Bookcase, Traditional"
FUR-BO-10004472,Furniture,Bookcases,"Dania Library with Doors, Pine"
TEC-PH-10001066,Technology,Phones,"Apple Smart Phone, Cordless"
TEC-CO-10000847,Technology,Copiers,"Canon Personal Copier, Laser"
FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture
FUR-BO-10002812,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine"
FUR-SAU-10001776,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine"
FUR-CHR-10002686,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height"
TEC-CO-10000660,Technology,Copiers,"Hewlett Copy Machine, Color"
TEC-CO-10004170,Technology,Copiers,"HP Wireless Fax, High-Speed"
OFF-ST-10001478,Office Supplies,Storage,"Tenex File Cart, Single Width"
TEC-PH-10004074,Technology,Phones,"Samsung Smart Phone, with Caller ID"
OFF-AP-10004031,Office Supplies,Appliances,"Hamilton Beach Microwave, White"
TEC-MA-10004535,Technology,Machines,"Konica Printer, White"
TEC-AC-10001566,Technology,Accessories,"Logitech Router, Erganomic"
TEC-CO-10002174,Technology,Copiers,"HP Copy Machine, Laser"
TEC-CIS-10001938,Technology,Phones,"Cisco Audio Dock, VoIP"
TEC-CO-10003901,Technology,Copiers,"HP Copy Machine, Color"
FUR-TA-10001229,Furniture,Tables,"Chromcraft Computer Table, Rectangular"
TEC-CO-10002283,Technology,Copiers,"Brother Copy Machine, Color"
FUR-BO-10000728,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile"
FUR-BO-10001309,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional"
FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"
TEC-PH-10003891,Technology,Phones,"Cisco Audio Dock, with Caller ID"
FUR-TA-10002786,Furniture,Tables,"Lesro Computer Table, Fully Assembled"
TEC-PH-10003513,Technology,Phones,"Nokia Speaker Phone, VoIP"
FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair
TEC-AC-10000203,Technology,Accessories,"SanDisk Router, Bluetooth"
FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs
FUR-CH-10002250,Furniture,Chairs,"Office Star Executive Leather Armchair, Black"
OFF-AP-10000487,Office Supplies,Appliances,"Hoover Stove, Silver"
TEC-PH-10003683,Technology,Phones,"Motorola Audio Dock, VoIP"
TEC-AC-10003753,Technology,Accessories,"SanDisk Router, Programmable"
TEC-PH-10000037,Technology,Phones,"Cisco Signal Booster, Cordless"
TEC-STA-10003447,Technology,Machines,"StarTech Printer, White"
OFF-SU-10000076,Office Supplies,Supplies,"Acme Trimmer, Easy Grip"
OFF-AP-10003032,Office Supplies,Appliances,"Hoover Stove, Red"
TEC-PH-10002962,Technology,Phones,"Motorola Smart Phone, Full Size"
TEC-PH-10000808,Technology,Phones,"Samsung Smart Phone, Cordless"
FUR-CH-10002585,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black"
FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine
TEC-MA-10003557,Technology,Machines,"Panasonic Inkjet, Durable"
TEC-CO-10001191,Technology,Copiers,"Sharp Wireless Fax, High-Speed"
OFF-AP-10003795,Office Supplies,Appliances,"Hoover Refrigerator, Red"
TEC-CO-10001839,Technology,Copiers,"Hewlett Fax and Copier, Laser"
TEC-MA-10002148,Technology,Machines,"Epson Printer, Durable"
TEC-CO-10000137,Technology,Copiers,"Canon Wireless Fax, Color"
OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener
TEC-PH-10004910,Technology,Phones,"Samsung Signal Booster, Full Size"
OFF-ST-10000288,Office Supplies,Storage,"Fellowes Lockers, Industrial"
FUR-BO-10004844,Furniture,Bookcases,"Sauder Corner Shelving, Mobile"
FUR-BO-10001822,Furniture,Bookcases,"Dania Library with Doors, Metal"
TEC-AC-10003265,Technology,Accessories,"Belkin Router, Bluetooth"
FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs
FUR-CH-10000885,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable"
FUR-BAR-10000946,Furniture,Tables,"Barricks Computer Table, with Bottom Storage"
OFF-AP-10000663,Office Supplies,Appliances,"Hoover Stove, Red"
FUR-TA-10004383,Furniture,Tables,"Bevis Coffee Table, Adjustable Height"
FUR-BO-10002462,Furniture,Bookcases,"Ikea Classic Bookcase, Pine"
TEC-PH-10000780,Technology,Phones,"Cisco Smart Phone, with Caller ID"
TEC-MA-10001009,Technology,Machines,"Panasonic Inkjet, Red"
TEC-MA-10004655,Technology,Machines,"Konica Receipt Printer, White"
OFF-HAM-10003368,Office Supplies,Appliances,"Hamilton Beach Blender, Black"
FUR-TA-10002467,Furniture,Tables,"Lesro Conference Table, Adjustable Height"
FUR-CH-10004774,Furniture,Chairs,"Novimex Executive Leather Armchair, Red"
TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone
TEC-PH-10003794,Technology,Phones,"Nokia Smart Phone, Full Size"
TEC-BEL-10003985,Technology,Accessories,"Belkin Router, USB"
FUR-TA-10003641,Furniture,Tables,"Barricks Wood Table, with Bottom Storage"
TEC-PH-10000160,Technology,Phones,"Motorola Smart Phone, with Caller ID"
FUR-TA-10002951,Furniture,Tables,"Barricks Round Table, Adjustable Height"
FUR-BUS-10004820,Furniture,Bookcases,"Bush Classic Bookcase, Mobile"
FUR-TA-10004745,Furniture,Tables,"Chromcraft Conference Table, Rectangular"
FUR-HAR-10004086,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Black"
OFF-AP-10003287,Office Supplies,Appliances,"KitchenAid Stove, Silver"
FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs
TEC-CO-10001678,Technology,Copiers,"Brother Fax Machine, Digital"
FUR-BUS-10002040,Furniture,Bookcases,"Bush Library with Doors, Mobile"
TEC-CO-10003346,Technology,Copiers,"Brother Wireless Fax, Digital"
FUR-CHR-10002165,Furniture,Tables,"Chromcraft Wood Table, Adjustable Height"
FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables
TEC-MA-10003223,Technology,Machines,"StarTech Inkjet, Durable"
TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter
OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright
TEC-PH-10003492,Technology,Phones,"Cisco Audio Dock, Full Size"
TEC-EPS-10004558,Technology,Machines,"Epson Inkjet, Durable"
TEC-PH-10004977,Technology,Phones,GE 30524EE4
FUR-CH-10002980,Furniture,Chairs,"Hon Executive Leather Armchair, Red"
TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer
TEC-CO-10003262,Technology,Copiers,"HP Wireless Fax, Laser"
FUR-BO-10003126,Furniture,Bookcases,"Dania Library with Doors, Traditional"
TEC-MOT-10002560,Technology,Phones,"Motorola Signal Booster, Full Size"
FUR-BO-10003873,Furniture,Bookcases,"Safco Library with Doors, Mobile"
OFF-BRE-10004436,Office Supplies,Appliances,"Breville Stove, Black"
TEC-PH-10000214,Technology,Phones,"Apple Speaker Phone, VoIP"
OFF-AP-10004168,Office Supplies,Appliances,"Cuisinart Stove, White"
TEC-CO-10001222,Technology,Copiers,"Sharp Fax Machine, Laser"
TEC-CO-10000972,Technology,Copiers,"Sharp Fax and Copier, Digital"
TEC-OKI-10002750,Technology,Machines,"Okidata Inkjet, Wireless"
FUR-TA-10002497,Furniture,Tables,"Chromcraft Computer Table, Adjustable Height"
TEC-PAN-10000577,Technology,Machines,"Panasonic Inkjet, White"
TEC-CO-10004027,Technology,Copiers,"Sharp Fax Machine, Color"
FUR-BO-10001392,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional"
TEC-PH-10002935,Technology,Phones,"Samsung Smart Phone, VoIP"
TEC-CO-10000051,Technology,Copiers,"Sharp Wireless Fax, Color"
TEC-CO-10001008,Technology,Copiers,"Canon Fax and Copier, Laser"
FUR-SAF-10002112,Furniture,Chairs,"SAFCO Executive Leather Armchair, Set of Two"
FUR-CH-10004910,Furniture,Chairs,"Office Star Executive Leather Armchair, Red"
FUR-BO-10003734,Furniture,Bookcases,"Dania Classic Bookcase, Metal"
OFF-AP-10004186,Office Supplies,Appliances,"Breville Refrigerator, Black"
OFF-AP-10001018,Office Supplies,Appliances,"Cuisinart Refrigerator, White"
OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum
TEC-CO-10001375,Technology,Copiers,"Brother Copy Machine, Color"
TEC-PH-10002320,Technology,Phones,"Samsung Speaker Phone, Full Size"
FUR-BO-10003738,Furniture,Bookcases,"Dania Library with Doors, Mobile"
TEC-CO-10001342,Technology,Copiers,"HP Wireless Fax, Digital"
FUR-TA-10002650,Furniture,Tables,"Hon Wood Table, with Bottom Storage"
TEC-PH-10002652,Technology,Phones,"Cisco Smart Phone, Cordless"
FUR-HAR-10004593,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black"
TEC-AC-10004938,Technology,Accessories,"Memorex Router, Bluetooth"
TEC-KON-10002052,Technology,Machines,"Konica Inkjet, Wireless"
OFF-AP-10000213,Office Supplies,Appliances,"Cuisinart Refrigerator, Black"
TEC-MA-10004446,Technology,Machines,"StarTech Printer, Wireless"
OFF-ROG-10002294,Office Supplies,Storage,"Rogers File Cart, Single Width"
OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart
FUR-TA-10002093,Furniture,Tables,"Chromcraft Wood Table, Adjustable Height"
FUR-TA-10002411,Furniture,Tables,"Hon Round Table, with Bottom Storage"
TEC-CO-10000771,Technology,Copiers,"Canon Wireless Fax, Laser"
FUR-BUS-10001781,Furniture,Bookcases,"Bush Library with Doors, Metal"
TEC-PH-10003560,Technology,Phones,"Cisco Audio Dock, Cordless"
FUR-TA-10000927,Furniture,Tables,"Bevis Conference Table, Fully Assembled"
TEC-MA-10000433,Technology,Machines,"Epson Inkjet, Durable"
FUR-BAR-10002449,Furniture,Tables,"Barricks Training Table, Adjustable Height"
TEC-PH-10002867,Technology,Phones,"Cisco Smart Phone, with Caller ID"
FUR-TA-10004524,Furniture,Tables,"Bevis Round Table, with Bottom Storage"
TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster
TEC-PH-10003870,Technology,Phones,"Samsung Signal Booster, VoIP"
FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables
FUR-SAU-10004221,Furniture,Bookcases,"Sauder Corner Shelving, Mobile"
FUR-SAF-10003469,Furniture,Bookcases,"Safco Classic Bookcase, Traditional"
FUR-BO-10003881,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile"
TEC-MA-10003780,Technology,Machines,"Epson Card Printer, White"
FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled"
FUR-TA-10001360,Furniture,Tables,"Bevis Round Table, Rectangular"
TEC-CO-10000262,Technology,Copiers,"Brother Ink, Laser"
FUR-TA-10000299,Furniture,Tables,"Lesro Round Table, Adjustable Height"
TEC-MA-10000606,Technology,Machines,"Okidata Printer, White"
TEC-MA-10004553,Technology,Machines,"Epson Receipt Printer, Red"
TEC-BRO-10000374,Technology,Copiers,"Brother Ink, Laser"
FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables
OFF-AP-10000330,Office Supplies,Appliances,"Hamilton Beach Stove, Red"
OFF-AP-10004183,Office Supplies,Appliances,"Breville Microwave, Red"
FUR-CH-10003846,Furniture,Chairs,"Office Star Swivel Stool, Set of Two"
OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving
FUR-TA-10002972,Furniture,Tables,"Barricks Computer Table, Fully Assembled"
TEC-MA-10004502,Technology,Machines,"Epson Inkjet, Wireless"
FUR-TA-10002527,Furniture,Tables,"Barricks Round Table, Fully Assembled"
TEC-SAM-10000765,Technology,Phones,"Samsung Signal Booster, Full Size"
TEC-CO-10004404,Technology,Copiers,"Brother Copy Machine, High-Speed"
FUR-TA-10003307,Furniture,Tables,"Barricks Conference Table, Fully Assembled"
FUR-CH-10002872,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable"
OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator
OFF-ST-10004315,Office Supplies,Storage,"Rogers Lockers, Blue"
FUR-BO-10004630,Furniture,Bookcases,"Ikea Library with Doors, Mobile"
TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)
OFF-AP-10003963,Office Supplies,Appliances,"Breville Microwave, Silver"
FUR-BO-10000666,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile"
TEC-PH-10001725,Technology,Phones,"Motorola Speaker Phone, Cordless"
TEC-MA-10003400,Technology,Machines,"Panasonic Printer, Durable"
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
FUR-BO-10004113,Furniture,Bookcases,"Sauder Classic Bookcase, Pine"
OFF-ST-10003785,Office Supplies,Storage,"Eldon Lockers, Blue"
FUR-BO-10000624,Furniture,Bookcases,"Safco Classic Bookcase, Metal"
TEC-AC-10002719,Technology,Accessories,"Enermax Router, Programmable"
TEC-KON-10000837,Technology,Machines,"Konica Printer, Durable"
TEC-MA-10000461,Technology,Machines,"Epson Inkjet, Wireless"
FUR-BO-10004648,Furniture,Bookcases,"Sauder Library with Doors, Pine"
TEC-CO-10002009,Technology,Copiers,"Brother Wireless Fax, High-Speed"
FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry"
OFF-ST-10003306,Office Supplies,Storage,"Eldon File Cart, Single Width"
TEC-CO-10004078,Technology,Copiers,"Sharp Fax Machine, Laser"
FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms
FUR-HON-10001851,Furniture,Chairs,"Hon Executive Leather Armchair, Black"
TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine
